1319,GCO,1
1320,HSY,1
1321,ICB,1
1322,IR,1
1323,JHI,1
1324,LB,1
1325,LOW,1
1326,LUB,1
1327,MCI,1
1328,MDP,1
1329,MHFI,0
1330,MTS,0
1331,OKE,1
1332,PH,1
1333,PHM,1
1334,RRD,1
1335,SHW,1
1336,SNA,1
1337,SPXC,1
1338,SVU,1
1339,SWK,1
1340,TGNA,1
1341,TKR,1
1342,VFC,1
1343,WBA,1
1344,SUP,1
1345,CNA,1
1346,NVR,1
1347,NEU,1
1348,BMTC,1
1349,XEL,1
1350,BXS,1
1351,PCH,1
1352,CBU,1
1353,ARKR,1
1354,WTS,1
1355,AEPI,1
1356,CHD,1
1357,ORCL,1
1358,MSFT,1
1359,EFX,1
1360,ATAX,1
1361,WTM,1
1362,BWINB,1
1363,BAC,1
1364,BCPC,1
1365,VHI,1
1366,AMAG,1
1367,BWINA,1
1368,SXCL,0
1369,ASTE,1
1370,COST,1
1371,GGG,1
1372,GSK,1
1373,JWN,1
1374,PCAR,1
1375,PGR,1
1376,ROST,1
1377,SHLM,1
1378,STT,1
1379,TRV,1
1380,TSN,1
1381,YRCW,1
1382,IMO,1
1383,AMWD,1
1384,BDN,1
1385,CLFD,1
1386,ADBE,1
1387,APC,1
1388,BCS,1
1389,FSYS,0
1390,IDA,1
1391,BKSC,1
1392,UNM,1
1393,CKP,0
1394,COHU,1
1395,HRB,1
1396,AGII,1
1397,HAR,1
1398,CCE,1
1399,WBS,1
1400,BPL,1
1401,ARG,0
1402,POM,0
1403,WDC,1
1404,NHC,1
1405,DNP,1
1406,ASBI,0
1407,HRC,1
1408,MMT,1
1409,TER,1
1410,CMU,1
1411,BHI,1
1412,CFNB,1
1413,CATO,1
1414,FUN,1
1415,APB,1
1416,MGF,1
1417,CBB,1
1418,BHP,1
1419,CCC,1
1420,TEF,1
1421,NUV,1
1422,DCI,1
1423,HH,1
1424,WGL,1
1425,MBI,1
1426,PCF,1
1427,L,1
1428,PVH,1
1429,DLX,1
1430,GPS,1
1431,SCI,1
1432,IEP,1
1433,ABMD,1
1434,SNFCA,1
1435,NBN,1
1436,ACG,0
1437,WR,1
1438,HRTX,1
1439,AIRM,1
1440,UIL,0
1441,NFG,1
1442,TMO,1
1443,MYE,1
1444,PII,1
1445,CBM,1
1446,EBF,1
1447,LEO,1
1448,TYC,0
1449,AIN,1
1450,NCA,1
1451,NNY,1
1452,VGR,1
1453,SJT,1
1454,ASG,1
1455,BXMT,1
1456,CIK,1
1457,CLF,1
1458,CMC,1
1459,CMO,1
1460,CNL,0
1461,CRF,1
1462,CRS,1
1463,CSL,1
1464,CTB,1
1465,CTL,1
1466,CTS,1
1467,CW,1
1468,DHR,1
1469,DRE,1
1470,EEA,1
1471,EQT,1
1472,FDI,0
1473,FLO,1
1474,FOE,1
1475,GAB,1
1476,GMT,0
1477,GXP,1
1478,HCP,1
1479,HE,1
1480,HOG,1
1481,HOT,0
1482,HSC,1
1483,HXL,1
1484,IPG,1
1485,ITW,1
1486,KBH,1
1487,KEY,1
1488,KF,1
1489,KMT,1
1490,KSU,1
1491,KYO,1
1492,LEE,1
1493,LEG,1
1494,LEN,1
1495,LG,0
1496,LM,1
1497,LUK,1
1498,MDU,1
1499,MFM,1
1500,REX,1
1501,TCI,1
1502,UBP,1
1503,UHT,1
1504,USB,1
1505,VVC,1
1506,AVA,1
1507,MYL,1
1508,STR,0
1509,CAA,1
1510,CSH,0
1511,FOX,1
1512,GDP,0
1513,IHT,1
1514,MMC,1
1515,MSB,1
1516,MTR,1
1517,MXF,1
1518,NJR,1
1519,NPK,1
1520,NRT,1
1521,NX,1
1522,OGE,1
1523,OLN,1
1524,OXM,1
1525,PAI,1
1526,PBT,1
1527,PBY,0
1528,PEO,1
1529,PHG,1
1530,PIR,1
1531,PKE,1
1532,PNY,0
1533,PPC,1
1534,RES,1
1535,RJF,1
1536,RLI,1
1537,ROL,1
1538,RVT,1
1539,SBR,1
1540,SCG,1
1541,SCX,1
1542,SEE,1
1543,SFE,1
1544,SJI,1
1545,SLI,0
1546,SMP,1
1547,SOR,1
1548,STI,1
1549,SWN,1
1550,SWX,1
1551,SXI,1
1552,TDW,1
1553,THO,1
1554,TIF,1
1555,TMK,1
1556,TOL,1
1557,TR,1
1558,TRN,1
1559,TRP,1
1560,TTC,1
1561,TYL,1
1562,WTR,1
1563,CAH,1
1564,TPL,1
1565,TWIN,1
1566,UL,1
1567,VSH,1
1568,BIF,1
1569,CTG,1
1570,ECL,1
1571,EQC,1
1572,HQH,1
1573,JHS,1
1574,LNT,1
1575,LZB,1
1576,SAN,1
1577,SLM,1
1578,SWZ,1
1579,SXT,1
1580,TJX,1
